zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips
91913,32.62174,-116.98609,Chula Vista,CA,California,TRUE,NA,51054,2167.2,6073
91914,32.66604,-116.95426,Chula Vista,CA,California,TRUE,NA,16889,981.5,6073
91915,32.62266,-116.95013,Chula Vista,CA,California,TRUE,NA,33991,1698,6073
91916,32.91103,-116.63201,Descanso,CA,California,TRUE,NA,1775,11.1,6073
91917,32.6267,-116.71894,Dulzura,CA,California,TRUE,NA,1048,7.8,6073
91931,32.83758,-116.58029,Guatay,CA,California,TRUE,NA,530,24.9,6073
91932,32.56923,-117.11798,Imperial Beach,CA,California,TRUE,NA,26323,2376.4,6073
91934,32.66488,-116.16828,Jacumba,CA,California,TRUE,NA,785,5.9,6073
91935,32.70214,-116.78721,Jamul,CA,California,TRUE,NA,9270,33.9,6073
91941,32.75964,-116.99253,La Mesa,CA,California,TRUE,NA,33126,1555.3,6073
91942,32.77728,-117.02129,La Mesa,CA,California,TRUE,NA,40714,2724.3,6073
91945,32.73315,-117.03402,Lemon Grove,CA,California,TRUE,NA,26923,2629.7,6073
91948,32.87509,-116.47076,Mount Laguna,CA,California,TRUE,NA,115,1.3,6073
91950,32.66952,-117.09313,National City,CA,California,TRUE,NA,62783,3303.7,6073
91962,32.79248,-116.48044,Pine Valley,CA,California,TRUE,NA,2652,17.5,6073
91963,32.64798,-116.5964,Potrero,CA,California,TRUE,NA,479,4.5,6073
91977,32.72387,-116.99631,Spring Valley,CA,California,TRUE,NA,63267,2463,6073
91978,32.71209,-116.94103,Spring Valley,CA,California,TRUE,NA,10949,354.1,6073
91980,32.58685,-116.61969,Tecate,CA,California,TRUE,NA,0,0,6073
92003,33.28701,-117.19977,Bonsall,CA,California,TRUE,NA,5123,131.7,6073
92004,33.18481,-116.15688,Borrego Springs,CA,California,TRUE,NA,2284,1,6073
92007,33.02216,-117.27389,Cardiff By The Sea,CA,California,TRUE,NA,11973,1998.9,6073
92008,33.14564,-117.31691,Carlsbad,CA,California,TRUE,NA,27119,1006.7,6073
92009,33.09535,-117.24574,Carlsbad,CA,California,TRUE,NA,46849,1484.5,6073
92010,33.15676,-117.28423,Carlsbad,CA,California,TRUE,NA,15600,730.8,6073
92011,33.10698,-117.29507,Carlsbad,CA,California,TRUE,NA,24843,1467.3,6073
92014,32.96797,-117.24879,Del Mar,CA,California,TRUE,NA,13133,804.2,6073
92019,32.77886,-116.87142,El Cajon,CA,California,TRUE,NA,44397,540.2,6073
92020,32.79557,-116.9697,El Cajon,CA,California,TRUE,NA,57796,2007.5,6073
92021,32.83514,-116.87462,El Cajon,CA,California,TRUE,NA,71183,980.2,6073
92024,33.05716,-117.25651,Encinitas,CA,California,TRUE,NA,50994,1092.3,6073
92025,33.08492,-117.02967,Escondido,CA,California,TRUE,NA,52276,902.2,6073
92026,33.2111,-117.11157,Escondido,CA,California,TRUE,NA,50461,540.3,6073
92027,33.13263,-116.98335,Escondido,CA,California,TRUE,NA,57225,370.3,6073
92028,33.38613,-117.22658,Fallbrook,CA,California,TRUE,NA,48736,161.3,6073
92029,33.08555,-117.12885,Escondido,CA,California,TRUE,NA,19361,331.4,6073
92036,33.01137,-116.37672,Julian,CA,California,TRUE,NA,2619,2,6073
92037,32.85257,-117.25104,La Jolla,CA,California,TRUE,NA,38261,1226.3,6073
92040,32.90665,-116.88875,Lakeside,CA,California,TRUE,NA,45392,260.8,6073
92054,33.19377,-117.35508,Oceanside,CA,California,TRUE,NA,40709,2103.6,6073
92055,33.38123,-117.42874,Camp Pendleton,CA,California,TRUE,NA,12783,38,6073
92056,33.20197,-117.28939,Oceanside,CA,California,TRUE,NA,53124,1666.3,6073
92057,33.25326,-117.28704,Oceanside,CA,California,TRUE,NA,59190,1527.3,6073
92058,33.28379,-117.34182,Oceanside,CA,California,TRUE,NA,47011,410.1,6073
92059,33.38277,-117.05193,Pala,CA,California,TRUE,NA,1578,22.1,6073
92060,33.35043,-116.86451,Palomar Mountain,CA,California,TRUE,NA,457,2.6,6073
92061,33.30036,-116.93048,Pauma Valley,CA,California,TRUE,NA,2273,25.2,6073
92064,32.98038,-117.01746,Poway,CA,California,TRUE,NA,49768,453.9,6073
92065,33.04736,-116.84386,Ramona,CA,California,TRUE,NA,36460,83.1,6073
92066,33.21541,-116.53583,Ranchita,CA,California,TRUE,NA,350,6.1,6073
92067,33.02087,-117.19209,Rancho Santa Fe,CA,California,TRUE,NA,8968,154.6,6073
92069,33.17536,-117.15761,San Marcos,CA,California,TRUE,NA,48048,1004.4,6073
92070,33.18513,-116.74071000000001,Santa Ysabel,CA,California,TRUE,NA,892,2.7,6073
92071,32.85045,-116.99479,Santee,CA,California,TRUE,NA,57207,1171.8,6073
92075,32.99735,-117.25875,Solana Beach,CA,California,TRUE,NA,12691,1433.4,6073
92078,33.11834,-117.18554,San Marcos,CA,California,TRUE,NA,52810,1220.9,6073
92081,33.16451,-117.24056,Vista,CA,California,TRUE,NA,30434,1315,6073
92082,33.2518,-117.00284,Valley Center,CA,California,TRUE,NA,19636,60.3,6073
92083,33.19808,-117.24844,Vista,CA,California,TRUE,NA,39276,2733.8,6073
92084,33.22454,-117.20334,Vista,CA,California,TRUE,NA,50306,685.3,6073
92086,33.29718,-116.64176,Warner Springs,CA,California,TRUE,NA,1259,2.2,6073
92091,33.03432,-117.19704,Rancho Santa Fe,CA,California,TRUE,NA,1311,392.3,6073
92092,32.87544,-117.23621,La Jolla,CA,California,TRUE,NA,NA,NA,6073
92093,32.88219,-117.23706,La Jolla,CA,California,TRUE,NA,NA,NA,6073
92096,33.12819,-117.15631,San Marcos,CA,California,TRUE,NA,NA,NA,6073
92101,32.7162,-117.18589,San Diego,CA,California,TRUE,NA,42423,3042.5,6073
92102,32.71595,-117.11749,San Diego,CA,California,TRUE,NA,42413,3646.6,6073
92103,32.74782,-117.16738,San Diego,CA,California,TRUE,NA,34246,3588.4,6073
92104,32.74191,-117.12781,San Diego,CA,California,TRUE,NA,45601,4765.6,6073
92105,32.73756,-117.09193,San Diego,CA,California,TRUE,NA,75990,5097.7,6073
92106,32.71334,-117.23617,San Diego,CA,California,TRUE,NA,20592,1403.7,6073
92107,32.7402,-117.24357,San Diego,CA,California,TRUE,NA,31667,4042.8,6073
92108,32.77423,-117.14097,San Diego,CA,California,TRUE,NA,21013,1840.5,6073
92109,32.78699,-117.23273,San Diego,CA,California,TRUE,NA,46777,2373.6,6073
92110,32.76533,-117.19965,San Diego,CA,California,TRUE,NA,30047,2317.1,6073
92111,32.8065,-117.16897,San Diego,CA,California,TRUE,NA,49874,2271.2,6073
92113,32.69591,-117.12012,San Diego,CA,California,TRUE,NA,58231,4984.6,6073
92114,32.70778,-117.05529,San Diego,CA,California,TRUE,NA,69858,3254.3,6073
92115,32.76154,-117.07187,San Diego,CA,California,TRUE,NA,63755,3990,6073
92116,32.76484,-117.12303,San Diego,CA,California,TRUE,NA,32361,3696.8,6073
92117,32.82493,-117.19972,San Diego,CA,California,TRUE,NA,58651,2602,6073
92118,32.67466,-117.16915,Coronado,CA,California,TRUE,NA,23426,1176.2,6073
92119,32.80896,-117.03232,San Diego,CA,California,TRUE,NA,24915,1465.4,6073
92120,32.79526,-117.07317,San Diego,CA,California,TRUE,NA,29764,1496.2,6073
92121,32.8973,-117.20231,San Diego,CA,California,TRUE,NA,4668,143.7,6073
92122,32.85681,-117.21017,San Diego,CA,California,TRUE,NA,47842,3434.6,6073
92123,32.80958,-117.13419,San Diego,CA,California,TRUE,NA,34103,1529.1,6073
92124,32.82823,-117.08528,San Diego,CA,California,TRUE,NA,32754,1292.6,6073
92126,32.912,-117.14344,San Diego,CA,California,TRUE,NA,83257,2774.4,6073
92127,33.01913,-117.12339,San Diego,CA,California,TRUE,NA,50092,853,6073
92128,32.99687,-117.07308,San Diego,CA,California,TRUE,NA,52225,1722.6,6073
92129,32.96354,-117.12622,San Diego,CA,California,TRUE,NA,56608,1670.5,6073
92130,32.94763,-117.20586,San Diego,CA,California,TRUE,NA,56741,1180.1,6073
92131,32.89604,-117.05737,San Diego,CA,California,TRUE,NA,34922,348.9,6073
92132,32.71368,-117.17201,San Diego,CA,California,TRUE,NA,0,0,6073
92134,32.72512,-117.14541,San Diego,CA,California,TRUE,NA,297,1527.4,6073
92135,32.69487,-117.19461,San Diego,CA,California,TRUE,NA,637,584.7,6073
92136,32.68254,-117.12307,San Diego,CA,California,TRUE,NA,NA,NA,6073
92139,32.68006,-117.04889,San Diego,CA,California,TRUE,NA,36172,3903.6,6073
92140,32.74041,-117.1984,San Diego,CA,California,TRUE,NA,3443,2484.1,6073
92145,32.86292,-117.14579,San Diego,CA,California,TRUE,NA,NA,NA,6073
92147,32.72478,-117.21895,San Diego,CA,California,TRUE,NA,396,1756.6,6073
92154,32.578,-116.96621,San Diego,CA,California,TRUE,NA,89886,676.5,6073
92155,32.67148,-117.16714,San Diego,CA,California,TRUE,NA,NA,NA,6073
92161,32.8742,-117.23159,San Diego,CA,California,TRUE,NA,NA,NA,6073
92173,32.55552,-117.05114,San Ysidro,CA,California,TRUE,NA,31248,4193,6073
92179,32.58409,-116.93349,San Diego,CA,California,TRUE,NA,NA,NA,6073
92182,32.77498,-117.07424,San Diego,CA,California,TRUE,NA,NA,NA,6073
92201,33.70804,-116.23502,Indio,CA,California,TRUE,NA,64967,1547.2,6065
92203,33.75159,-116.24139,Indio,CA,California,TRUE,NA,32360,677,6065
92210,33.70357,-116.33953,Indian Wells,CA,California,TRUE,NA,5137,138.4,6065
92211,33.76593,-116.33241,Palm Desert,CA,California,TRUE,NA,25530,664.9,6065
92220,33.93992,-116.83935,Banning,CA,California,TRUE,NA,33360,91.1,6065
92222,32.78346,-114.54965,Bard,CA,California,TRUE,NA,0,0,6025
92223,33.9382,-116.98137,Beaumont,CA,California,TRUE,NA,56925,488.5,6065
92225,33.71642,-114.65606,Blythe,CA,California,TRUE,NA,22520,15,6065
92227,32.98677,-115.3341,Brawley,CA,California,TRUE,NA,27165,17.7,6025
92230,33.9088,-116.76879,Cabazon,CA,California,TRUE,NA,2363,78.1,6065
92231,32.68751,-115.56433,Calexico,CA,California,TRUE,NA,39884,224.6,6025
92233,33.14736,-115.50686,Calipatria,CA,California,TRUE,NA,7520,19.1,6025
92234,33.81386,-116.46663,Cathedral City,CA,California,TRUE,NA,54812,1433.5,6065
92236,33.70276,-116.07254,Coachella,CA,California,TRUE,NA,45975,287,6065
92239,33.87424,-115.24396,Desert Center,CA,California,TRUE,NA,295,0.2,6065
92240,33.95291,-116.5194,Desert Hot Springs,CA,California,TRUE,NA,36214,391.6,6065
92241,33.84634,-116.28342,Desert Hot Springs,CA,California,TRUE,NA,7695,22.4,6065
92242,34.19019,-114.30755,Earp,CA,California,TRUE,NA,1300,11.1,6071
92243,32.77285,-115.60065,El Centro,CA,California,TRUE,NA,50112,170.8,6025
92249,32.72606,-115.48218,Heber,CA,California,TRUE,NA,8459,164.4,6025
92250,32.79188,-115.23454,Holtville,CA,California,TRUE,NA,8255,9,6025
92251,32.87129,-115.71804,Imperial,CA,California,TRUE,NA,24321,38,6025
92252,34.14801,-116.28422,Joshua Tree,CA,California,TRUE,NA,9500,32.7,6071
92253,33.65562,-116.28785,La Quinta,CA,California,TRUE,NA,41573,396.9,6065
92254,33.54371,-115.99995,Mecca,CA,California,TRUE,NA,8336,67.2,6065
92256,34.07207,-116.61761,Morongo Valley,CA,California,TRUE,NA,3176,19.4,6071
92257,33.33976,-115.52814,Niland,CA,California,TRUE,NA,1217,1.7,6025
92258,33.91791,-116.56002,North Palm Springs,CA,California,TRUE,NA,517,19.2,6065
92259,32.73478,-115.94632,Ocotillo,CA,California,TRUE,NA,89,0.1,6025
92260,33.69841,-116.40519,Palm Desert,CA,California,TRUE,NA,34553,425.8,6065
92262,33.86287,-116.55736,Palm Springs,CA,California,TRUE,NA,28463,313,6065
92264,33.73575,-116.50544,Palm Springs,CA,California,TRUE,NA,20881,158.4,6065
92266,33.17507,-114.92594,Palo Verde,CA,California,TRUE,NA,119,0,6025
92267,34.29765,-114.20138,Parker Dam,CA,California,TRUE,NA,26,0.2,6071
92268,34.16146,-116.55002,Pioneertown,CA,California,TRUE,NA,360,2,6071
92270,33.76399,-116.42705,Rancho Mirage,CA,California,TRUE,NA,18537,279.3,6065
92273,32.80798,-115.69592,Seeley,CA,California,TRUE,NA,1847,220.7,6025
92274,33.47031,-116.11387,Thermal,CA,California,TRUE,NA,14105,25.2,6065
92275,33.20783,-115.88084,Salton City,CA,California,TRUE,NA,2531,24.1,6025
92276,33.83234,-116.38648,Thousand Palms,CA,California,TRUE,NA,8158,85,6065
92277,34.11248,-115.68752,Twentynine Palms,CA,California,TRUE,NA,24464,5.9,6071
92278,34.23505,-116.05825,Twentynine Palms,CA,California,TRUE,NA,5001,4919.6,6071
92280,34.13963,-114.84652,Vidal,CA,California,TRUE,NA,0,0,6071
92281,33.05033,-115.61264,Westmorland,CA,California,TRUE,NA,2865,83.8,6025
92282,33.96253,-116.65829,Whitewater,CA,California,TRUE,NA,1440,7.4,6065
92283,32.83741,-114.79462,Winterhaven,CA,California,TRUE,NA,1730,2,6025
92284,34.16013,-116.42474,Yucca Valley,CA,California,TRUE,NA,25791,78.1,6071
92285,34.33762,-116.51364,Landers,CA,California,TRUE,NA,2440,3.5,6071
92301,34.65183,-117.52617,Adelanto,CA,California,TRUE,NA,34791,59.8,6071
92304,34.53062,-115.65933,Amboy,CA,California,TRUE,NA,7,0.1,6071
92305,34.17018,-116.83231,Angelus Oaks,CA,California,TRUE,NA,613,2,6071
92307,34.59078,-117.14127,Apple Valley,CA,California,TRUE,NA,38848,80,6071
92308,34.42005,-117.15558,Apple Valley,CA,California,TRUE,NA,42375,158.5,6071
92309,35.24942,-116.15578,Baker,CA,California,TRUE,NA,634,0.7,6071
92310,35.33443,-116.76306,Fort Irwin,CA,California,TRUE,NA,NA,NA,6071
92311,34.97204,-117.0101,Barstow,CA,California,TRUE,NA,32619,29.7,6071
92313,34.03142,-117.31373,Grand Terrace,CA,California,TRUE,NA,12559,1341.5,6071
92314,34.2576,-116.80075,Big Bear City,CA,California,TRUE,NA,10684,112.7,6071
92315,34.22011,-116.95301,Big Bear Lake,CA,California,TRUE,NA,5307,69.8,6071
92316,34.0576,-117.39076,Bloomington,CA,California,TRUE,NA,29176,978.3,6071
92317,34.24507,-117.20874,Blue Jay,CA,California,TRUE,NA,NA,NA,6071
92320,33.9874,-117.05024,Calimesa,CA,California,TRUE,NA,9022,249.7,6065
92321,34.24748,-117.14694,Cedar Glen,CA,California,TRUE,NA,907,49.2,6071
92322,34.25419,-117.32259,Cedarpines Park,CA,California,TRUE,NA,558,65.5,6071
92324,34.03398,-117.29008,Colton,CA,California,TRUE,NA,59628,828.9,6071
92325,34.24554,-117.27506,Crestline,CA,California,TRUE,NA,8647,382,6071
92327,34.86632,-116.84347,Daggett,CA,California,TRUE,NA,835,13.2,6071
92328,36.39482,-117.02718,Death Valley,CA,California,TRUE,NA,578,0.1,6027
92332,34.90728,-115.36409,Essex,CA,California,TRUE,NA,94,0,6071
92333,34.26951,-116.96277,Fawnskin,CA,California,TRUE,NA,409,15.7,6071
92335,34.08733,-117.46519,Fontana,CA,California,TRUE,NA,99242,2194.9,6071
92336,34.13686,-117.46033,Fontana,CA,California,TRUE,NA,98731,1917,6071
92337,34.04967,-117.47145,Fontana,CA,California,TRUE,NA,39600,1116.1,6071
92338,34.78773,-116.25117,Ludlow,CA,California,TRUE,NA,0,0,6071
92339,34.08189,-116.83838,Forest Falls,CA,California,TRUE,NA,1382,6.8,6071
92341,34.24009,-117.06798,Green Valley Lake,CA,California,TRUE,NA,248,9.6,6071
92342,34.76078,-117.33795,Helendale,CA,California,TRUE,NA,6725,26.4,6071
92344,34.39176,-117.40657,Hesperia,CA,California,TRUE,NA,22415,230.3,6071
92345,34.36415,-117.30984,Hesperia,CA,California,TRUE,NA,83731,327,6071
92346,34.12629,-117.1792,Highland,CA,California,TRUE,NA,63395,902.7,6071
92347,34.95003,-117.25802,Hinkley,CA,California,TRUE,NA,683,1.5,6071
92350,34.05296,-117.2617,Loma Linda,CA,California,TRUE,NA,NA,NA,6071
92352,34.26824,-117.18486,Lake Arrowhead,CA,California,TRUE,NA,6319,211.5,6071
92354,34.04933,-117.25119,Loma Linda,CA,California,TRUE,NA,22991,1782.7,6071
92356,34.49633,-116.89265,Lucerne Valley,CA,California,TRUE,NA,6199,6.5,6071
92358,34.24624,-117.56762,Lytle Creek,CA,California,TRUE,NA,701,3.7,6071
92359,34.08296,-117.07026,Mentone,CA,California,TRUE,NA,9779,196.7,6071
92363,34.70863,-114.57562,Needles,CA,California,TRUE,NA,5374,5.6,6071
92364,35.35678,-115.43741,Nipton,CA,California,TRUE,NA,5,0,6071
92365,34.88843,-116.54129,Newberry Springs,CA,California,TRUE,NA,2527,2,6071
92368,34.65508,-117.30893,Oro Grande,CA,California,TRUE,NA,1058,8.2,6071
92369,34.13941,-117.21966,Patton,CA,California,TRUE,NA,NA,NA,6071
92371,34.43837,-117.54266,Phelan,CA,California,TRUE,NA,20881,61,6071
92372,34.45097,-117.62859,Pinon Hills,CA,California,TRUE,NA,5796,87,6071
92373,34.00648,-117.15351,Redlands,CA,California,TRUE,NA,32433,314.3,6071
92374,34.06738,-117.17482,Redlands,CA,California,TRUE,NA,44131,949.4,6071
92376,34.11053,-117.37997,Rialto,CA,California,TRUE,NA,86719,2512.9,6071
92377,34.15234,-117.40412,Rialto,CA,California,TRUE,NA,20606,1105.9,6071
92378,34.23206,-117.22483,Rimforest,CA,California,TRUE,NA,163,78.5,6071
92382,34.20604,-117.11276,Running Springs,CA,California,TRUE,NA,4816,91.1,6071
92384,35.98255,-116.1505,Shoshone,CA,California,TRUE,NA,18,0,6027
92385,34.21345,-117.23057,Skyforest,CA,California,TRUE,NA,235,9.9,6071
92386,34.23702,-116.82523,Sugarloaf,CA,California,TRUE,NA,2038,342.6,6071
92389,35.82902,-116.24813,Tecopa,CA,California,TRUE,NA,212,1.8,6027
92391,34.23958,-117.23665,Twin Peaks,CA,California,TRUE,NA,2263,441.6,6071
92392,34.479,-117.40884,Victorville,CA,California,TRUE,NA,56938,589.5,6071
92394,34.563,-117.3542,Victorville,CA,California,TRUE,NA,34836,419.8,6071
92395,34.50032,-117.29479,Victorville,CA,California,TRUE,NA,45692,1044.4,6071
92397,34.36212,-117.69136,Wrightwood,CA,California,TRUE,NA,4638,37.6,6037
92398,34.97178,-116.83808,Yermo,CA,California,TRUE,NA,1643,6.3,6071
92399,34.04469,-117.004,Yucaipa,CA,California,TRUE,NA,55070,396.4,6071
92401,34.10586,-117.29188,San Bernardino,CA,California,TRUE,NA,1971,1118.9,6071
92404,34.17862,-117.23891,San Bernardino,CA,California,TRUE,NA,63261,773.2,6071
92405,34.14578,-117.30225,San Bernardino,CA,California,TRUE,NA,30782,2372.1,6071
92407,34.22394,-117.38839,San Bernardino,CA,California,TRUE,NA,67866,320.9,6071
92408,34.0845,-117.2653,San Bernardino,CA,California,TRUE,NA,14312,527.2,6071
92410,34.10655,-117.29574,San Bernardino,CA,California,TRUE,NA,44685,2095.1,6071
92411,34.12214,-117.32291,San Bernardino,CA,California,TRUE,NA,26361,2163,6071
92415,34.10506,-117.28685,San Bernardino,CA,California,TRUE,NA,NA,NA,6071
92501,33.99496,-117.37367,Riverside,CA,California,TRUE,NA,21967,1504.2,6065
92503,33.88308,-117.45222,Riverside,CA,California,TRUE,NA,93032,1046.4,6065
92504,33.90607,-117.39854,Riverside,CA,California,TRUE,NA,62423,1062.7,6065
92505,33.92663,-117.4928,Riverside,CA,California,TRUE,NA,54706,2075.6,6065
92506,33.93478,-117.36689,Riverside,CA,California,TRUE,NA,45699,1088.6,6065
92507,33.97464,-117.32234,Riverside,CA,California,TRUE,NA,59612,1075,6065
92508,33.89039,-117.3282,Riverside,CA,California,TRUE,NA,38518,1353.4,6065
92509,34.00293,-117.44547,Jurupa Valley,CA,California,TRUE,NA,82377,1035.4,6065
92518,33.89602,-117.27705,March Air Reserve Base,CA,California,TRUE,NA,1266,62.3,6065
92521,33.96794,-117.32731,Riverside,CA,California,TRUE,NA,NA,NA,6065
92530,33.63386,-117.37949,Lake Elsinore,CA,California,TRUE,NA,56442,282.6,6065
92532,33.69052,-117.30241,Lake Elsinore,CA,California,TRUE,NA,25333,641.7,6065
92536,33.48791,-116.81528,Aguanga,CA,California,TRUE,NA,2639,9.5,6065
92539,33.51579,-116.64432,Anza,CA,California,TRUE,NA,4433,13.1,6065
92543,33.69867,-116.97916,Hemet,CA,California,TRUE,NA,37492,756.2,6065
92544,33.64581,-116.86033,Hemet,CA,California,TRUE,NA,50392,113.9,6065
92545,33.7311,-117.0359,Hemet,CA,California,TRUE,NA,44278,574.9,6065
92548,33.76392,-117.10907,Homeland,CA,California,TRUE,NA,8502,250.9,6065
92549,33.80886,-116.71212,Idyllwild,CA,California,TRUE,NA,2988,10.9,6065
92551,33.88148,-117.22521,Moreno Valley,CA,California,TRUE,NA,34441,2161.7,6065
92553,33.92335,-117.24532,Moreno Valley,CA,California,TRUE,NA,74107,2789.3,6065
92555,33.9133,-117.10867,Moreno Valley,CA,California,TRUE,NA,46566,273.4,6065
92557,33.96855,-117.25704,Moreno Valley,CA,California,TRUE,NA,54275,1179.3,6065
92561,33.63704,-116.57441,Mountain Center,CA,California,TRUE,NA,1471,3.5,6065
92562,33.53579,-117.35098,Murrieta,CA,California,TRUE,NA,65159,228,6065
92563,33.58435,-117.14458,Murrieta,CA,California,TRUE,NA,71394,1218.1,6065
92567,33.82378,-117.10305,Nuevo,CA,California,TRUE,NA,10012,116.7,6065
92570,33.78377,-117.31737,Perris,CA,California,TRUE,NA,60370,219.3,6065
92571,33.84182,-117.19522,Perris,CA,California,TRUE,NA,59417,586.6,6065
92582,33.80489,-117.01873,San Jacinto,CA,California,TRUE,NA,18243,382.5,6065
92583,33.79662,-116.93188,San Jacinto,CA,California,TRUE,NA,32077,425,6065
92584,33.66167,-117.18079,Menifee,CA,California,TRUE,NA,54130,718.1,6065
92585,33.74217,-117.16723,Menifee,CA,California,TRUE,NA,23868,538.8,6065
92586,33.70773,-117.20045,Menifee,CA,California,TRUE,NA,18615,1114.4,6065
92587,33.69466,-117.25196,Menifee,CA,California,TRUE,NA,18017,972.4,6065
92590,33.48391,-117.22075,Temecula,CA,California,TRUE,NA,5215,37,6065
92591,33.53432,-117.1092,Temecula,CA,California,TRUE,NA,41588,932.2,6065
92592,33.511,-117.0242,Temecula,CA,California,TRUE,NA,86115,301.8,6065
92595,33.61638,-117.26028,Wildomar,CA,California,TRUE,NA,34034,610.4,6065
92596,33.64739,-117.07641,Winchester,CA,California,TRUE,NA,34743,231.5,6065
92602,33.72645,-117.7287,Irvine,CA,California,TRUE,NA,21666,553.7,6059
92603,33.62927,-117.79408,Irvine,CA,California,TRUE,NA,20183,780.3,6059
92604,33.6879,-117.7889,Irvine,CA,California,TRUE,NA,28330,3267.5,6059
92606,33.69849,-117.8123,Irvine,CA,California,TRUE,NA,27410,3066.5,6059
92610,33.68336,-117.65404,Foothill Ranch,CA,California,TRUE,NA,17002,1624.7,6059
92612,33.65984,-117.82457,Irvine,CA,California,TRUE,NA,32069,1936.1,6059
92614,33.68173,-117.83316,Irvine,CA,California,TRUE,NA,27471,2391.8,6059
92617,33.64197,-117.84103,Irvine,CA,California,TRUE,NA,17213,2975.3,6059
92618,33.66729,-117.73362,Irvine,CA,California,TRUE,NA,54509,1017.1,6059
92620,33.70661,-117.75695,Irvine,CA,California,TRUE,NA,48360,3159.3,6059
92624,33.46082,-117.66656,Capistrano Beach,CA,California,TRUE,NA,6376,1638.4,6059
92625,33.602290000000004,-117.86551,Corona Del Mar,CA,California,TRUE,NA,13149,1983.3,6059
92626,33.67896,-117.90844,Costa Mesa,CA,California,TRUE,NA,50978,2028.4,6059
92627,33.64786,-117.9205,Costa Mesa,CA,California,TRUE,NA,62437,3767.8,6059
92629,33.47678,-117.70459,Dana Point,CA,California,TRUE,NA,27023,2061.3,6059
92630,33.64709,-117.68428,Lake Forest,CA,California,TRUE,NA,60804,2227.9,6059
92637,33.60796,-117.72799,Laguna Woods,CA,California,TRUE,NA,16034,2088.1,6059
92646,33.66525,-117.96755,Huntington Beach,CA,California,TRUE,NA,56568,2713,6059
92647,33.72395,-118.00685,Huntington Beach,CA,California,TRUE,NA,61476,3149.5,6059
92648,33.68212,-118.0101,Huntington Beach,CA,California,TRUE,NA,45328,2174.9,6059
92649,33.72037,-118.04423,Huntington Beach,CA,California,TRUE,NA,35856,2454.2,6059
92651,33.56535,-117.77399,Laguna Beach,CA,California,TRUE,NA,23732,415.5,6059
92653,33.59276,-117.69994,Laguna Hills,CA,California,TRUE,NA,30080,1676.6,6059
92655,33.74606,-117.98765,Midway City,CA,California,TRUE,NA,8730,3732.4,6059
92656,33.57518,-117.73036,Aliso Viejo,CA,California,TRUE,NA,51940,2507.3,6059
92657,33.59571,-117.83069,Newport Coast,CA,California,TRUE,NA,8988,418.1,6059
92660,33.63375,-117.87504,Newport Beach,CA,California,TRUE,NA,35409,1423.2,6059
92661,33.60231,-117.89872,Newport Beach,CA,California,TRUE,NA,3825,2268.5,6059
92662,33.60547,-117.89218,Newport Beach,CA,California,TRUE,NA,2710,5024.1,6059
92663,33.62328,-117.93022,Newport Beach,CA,California,TRUE,NA,22721,2665.7,6059
92672,33.3825,-117.5403,San Clemente,CA,California,TRUE,NA,34659,376.3,6073
92673,33.46611,-117.61204,San Clemente,CA,California,TRUE,NA,30634,1147.8,6059
92675,33.49977,-117.65366,San Juan Capistrano,CA,California,TRUE,NA,39827,1148.7,6059
92676,33.75306,-117.63534,Silverado,CA,California,TRUE,NA,2033,11.3,6059
92677,33.52777,-117.70523,Laguna Niguel,CA,California,TRUE,NA,65508,1537.9,6059
92678,33.64627,-117.50662,Trabuco Canyon,CA,California,TRUE,NA,555,5.6,6059
92679,33.65274,-117.56048,Trabuco Canyon,CA,California,TRUE,NA,32784,502.8,6059
92683,33.75242,-117.99383,Westminster,CA,California,TRUE,NA,90833,3608.1,6059
92688,33.61737,-117.61131,Rancho Santa Margarita,CA,California,TRUE,NA,44586,1302.2,6059
92691,33.61051,-117.66627,Mission Viejo,CA,California,TRUE,NA,50033,2200.9,6059
92692,33.60948,-117.64396,Mission Viejo,CA,California,TRUE,NA,47548,2136.2,6059
92694,33.51502,-117.58065,Ladera Ranch,CA,California,TRUE,NA,26679,256.5,6059
92697,33.65061,-117.85091,Irvine,CA,California,TRUE,NA,NA,NA,6059
92701,33.7486,-117.85877,Santa Ana,CA,California,TRUE,NA,54796,6561.1,6059
92703,33.74853,-117.90621,Santa Ana,CA,California,TRUE,NA,66428,6046.3,6059
92704,33.72038,-117.90807,Santa Ana,CA,California,TRUE,NA,85935,4479.4,6059
92705,33.755,-117.81488,Santa Ana,CA,California,TRUE,NA,47044,1541.1,6059
92706,33.76602,-117.88174,Santa Ana,CA,California,TRUE,NA,39080,4262.5,6059
92707,33.70991,-117.87045,Santa Ana,CA,California,TRUE,NA,62698,4633.1,6059
92708,33.71046,-117.95132,Fountain Valley,CA,California,TRUE,NA,56811,2409.7,6059
92780,33.73685,-117.81968,Tustin,CA,California,TRUE,NA,58654,3609.4,6059
92782,33.72833,-117.79753,Tustin,CA,California,TRUE,NA,23166,1730.1,6059
92801,33.84441,-117.95175,Anaheim,CA,California,TRUE,NA,65757,4036.6,6059
92802,33.80831,-117.9237,Anaheim,CA,California,TRUE,NA,44013,3732.5,6059
92804,33.81801,-117.97517,Anaheim,CA,California,TRUE,NA,88173,4778.1,6059
92805,33.83003,-117.90568,Anaheim,CA,California,TRUE,NA,74557,4624.2,6059
